01/09/2016 07:17 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17212 | STATUS = 5 | DATA = 01/09/2016 7:17 | MOTIVO_CANCELAMENTO = Separar C.I. por falta de cupom fiscal
15/09/2016 09:02 - JT | USUARIO = 10823 | CI = 17450 | STATUS = 3 | DATA = 15/09/2016 9:02 | MOTIVO_CANCELAMENTO = 
15/09/2016 10:02 - PARDAL | USUARIO = 10903 | CI = 17454 | STATUS = 3 | DATA = 15/09/2016 10:02 | MOTIVO_CANCELAMENTO = SERVIÇO COM MINI ESCAVADEIRA PARA ABERTURA DOS BLOCOS E VIGAS BALDRAMES PARA AS BASES DO FILTRO DE LODO.
15/09/2016 10:22 - ALEXANDRE | USUARIO = 10837 | CI = 17427 | STATUS = 3 | DATA = 15/09/2016 10:22 | MOTIVO_CANCELAMENTO = 
15/09/2016 10:23 - ALEXANDRE | USUARIO = 10837 | CI = 17444 | STATUS = 7 | DATA = 15/09/2016 10:23 | MOTIVO_CANCELAMENTO = 
15/09/2016 10:23 - ALEXANDRE | USUARIO = 10837 | CI = 17444 | STATUS = 3 | DATA = 15/09/2016 10:23 | MOTIVO_CANCELAMENTO = 
15/09/2016 10:23 - ALEXANDRE | USUARIO = 10837 | CI = 17445 | STATUS = 7 | DATA = 15/09/2016 10:23 | MOTIVO_CANCELAMENTO = 
15/09/2016 10:23 - ALEXANDRE | USUARIO = 10837 | CI = 17445 | STATUS = 3 | DATA = 15/09/2016 10:23 | MOTIVO_CANCELAMENTO = 
15/09/2016 10:33 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17417 | STATUS = 7 | DATA = 15/09/2016 10:33 | MOTIVO_CANCELAMENTO = 
15/09/2016 10:33 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17417 | STATUS = 3 | DATA = 15/09/2016 10:33 | MOTIVO_CANCELAMENTO = 
15/09/2016 12:42 - AREIAS | USUARIO = 10997 | CI = 17456 | STATUS = 7 | DATA = 15/09/2016 12:42 | MOTIVO_CANCELAMENTO = 
15/09/2016 13:09 - MARCIO | USUARIO = 10850 | CI = 17401 | STATUS = 7 | DATA = 15/09/2016 13:09 | MOTIVO_CANCELAMENTO = 
15/09/2016 13:23 - CAMARA | USUARIO = 10841 | CI = 17439 | STATUS = 3 | DATA = 15/09/2016 13:23 | MOTIVO_CANCELAMENTO = 
15/09/2016 13:23 - CAMARA | USUARIO = 10841 | CI = 17401 | STATUS = 3 | DATA = 15/09/2016 13:23 | MOTIVO_CANCELAMENTO = 
15/09/2016 15:17 - DORACI | USUARIO = 10886 | CI = 17464 | STATUS = 7 | DATA = 15/09/2016 15:17 | MOTIVO_CANCELAMENTO = 
15/09/2016 15:17 - DORACI | USUARIO = 10886 | CI = 17464 | STATUS = 3 | DATA = 15/09/2016 15:17 | MOTIVO_CANCELAMENTO = 
15/09/2016 15:20 - ZEZE | USUARIO = 10931 | CI = 17456 | STATUS = 3 | DATA = 15/09/2016 15:20 | MOTIVO_CANCELAMENTO = 
15/09/2016 15:20 - ZEZE | USUARIO = 10931 | CI = 17458 | STATUS = 3 | DATA = 15/09/2016 15:20 | MOTIVO_CANCELAMENTO = 
16/09/2016 09:36 - ZEZE | USUARIO = 10931 | CI = 17465 | STATUS = 7 | DATA = 16/09/2016 9:36 | MOTIVO_CANCELAMENTO = 
16/09/2016 09:36 - ZEZE | USUARIO = 10931 | CI = 17465 | STATUS = 3 | DATA = 16/09/2016 9:36 | MOTIVO_CANCELAMENTO = 
16/09/2016 10:53 - DORACI | USUARIO = 10886 | CI = 17468 | STATUS = 3 | DATA = 16/09/2016 10:53 | MOTIVO_CANCELAMENTO = 
16/09/2016 13:57 - MARTA | USUARIO = 10847 | CI = 17470 | STATUS = 3 | DATA = 16/09/2016 13:57 | MOTIVO_CANCELAMENTO = aprovado.
16/09/2016 14:07 - DORACI | USUARIO = 10886 | CI = 17472 | STATUS = 7 | DATA = 16/09/2016 14:07 | MOTIVO_CANCELAMENTO = 
16/09/2016 14:07 - DORACI | USUARIO = 10886 | CI = 17472 | STATUS = 3 | DATA = 16/09/2016 14:07 | MOTIVO_CANCELAMENTO = 
16/09/2016 14:22 - MICHELSANTOS | USUARIO = 11324 | CI = 17472 | STATUS = 5 | DATA = 16/09/2016 14:22 | MOTIVO_CANCELAMENTO = C.I Cancelada por erro na data de pagamento
16/09/2016 14:23 - DORACI | USUARIO = 10886 | CI = 17473 | STATUS = 7 | DATA = 16/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
16/09/2016 14:23 - DORACI | USUARIO = 10886 | CI = 17473 | STATUS = 3 | DATA = 16/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
16/09/2016 14:23 - DORACI | USUARIO = 10886 | CI = 17474 | STATUS = 7 | DATA = 16/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
16/09/2016 14:23 - DORACI | USUARIO = 10886 | CI = 17474 | STATUS = 3 | DATA = 16/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
16/09/2016 14:35 - MICHELSANTOS | USUARIO = 11324 | CI = 17473 | STATUS = 5 | DATA = 16/09/2016 14:35 | MOTIVO_CANCELAMENTO = Cancelado C.I por valor total errado.
16/09/2016 14:41 - DORACI | USUARIO = 10886 | CI = 17477 | STATUS = 7 | DATA = 16/09/2016 14:41 | MOTIVO_CANCELAMENTO = 
16/09/2016 14:41 - DORACI | USUARIO = 10886 | CI = 17477 | STATUS = 3 | DATA = 16/09/2016 14:41 | MOTIVO_CANCELAMENTO = 
16/09/2016 14:52 - MARCELOGODOI | USUARIO = 11316 | CI = 17471 | STATUS = 7 | DATA = 16/09/2016 14:52 | MOTIVO_CANCELAMENTO = Liquidação de sentença. Houve condenação no primeiro e no segundo grau. O que deu pra fazer foi parcelar em 10 vezes o pagamento.
16/09/2016 14:52 - MARCELOGODOI | USUARIO = 11316 | CI = 17475 | STATUS = 7 | DATA = 16/09/2016 14:52 | MOTIVO_CANCELAMENTO = Liquidação de sentença. Houve condenação no primeiro e no segundo grau. O que deu pra fazer foi parcelar em 08 vezes o pagamento.
16/09/2016 15:29 - CARACIOLO | USUARIO = 10840 | CI = 17480 | STATUS = 7 | DATA = 16/09/2016 15:29 | MOTIVO_CANCELAMENTO = 
16/09/2016 15:29 - CARACIOLO | USUARIO = 10840 | CI = 17480 | STATUS = 3 | DATA = 16/09/2016 15:29 | MOTIVO_CANCELAMENTO = 
16/09/2016 15:59 - JT | USUARIO = 10823 | CI = 17478 | STATUS = 7 | DATA = 16/09/2016 15:59 | MOTIVO_CANCELAMENTO = 
16/09/2016 15:59 - JT | USUARIO = 10823 | CI = 17478 | STATUS = 3 | DATA = 16/09/2016 15:59 | MOTIVO_CANCELAMENTO = 
16/09/2016 16:46 - DORACI | USUARIO = 10886 | CI = 17484 | STATUS = 7 | DATA = 16/09/2016 16:46 | MOTIVO_CANCELAMENTO = 
16/09/2016 16:46 - DORACI | USUARIO = 10886 | CI = 17484 | STATUS = 3 | DATA = 16/09/2016 16:46 | MOTIVO_CANCELAMENTO = 
16/09/2016 16:48 - ACIR | USUARIO = 10839 | CI = 17398 | STATUS = 3 | DATA = 16/09/2016 16:48 | MOTIVO_CANCELAMENTO = 
16/09/2016 16:48 - ACIR | USUARIO = 10839 | CI = 17432 | STATUS = 7 | DATA = 16/09/2016 16:48 | MOTIVO_CANCELAMENTO = 
16/09/2016 16:48 - ACIR | USUARIO = 10839 | CI = 17432 | STATUS = 3 | DATA = 16/09/2016 16:48 | MOTIVO_CANCELAMENTO = 
16/09/2016 16:48 - ACIR | USUARIO = 10839 | CI = 17467 | STATUS = 3 | DATA = 16/09/2016 16:48 | MOTIVO_CANCELAMENTO = 
16/09/2016 16:48 - ACIR | USUARIO = 10839 | CI = 17481 | STATUS = 3 | DATA = 16/09/2016 16:48 | MOTIVO_CANCELAMENTO = 
17/09/2016 06:02 - DOUGLAS | USUARIO = 11530 | CI = 17471 | STATUS = 3 | DATA = 17/09/2016 6:02 | MOTIVO_CANCELAMENTO = mediante aprovação ACC
17/09/2016 06:02 - DOUGLAS | USUARIO = 11530 | CI = 17475 | STATUS = 3 | DATA = 17/09/2016 6:02 | MOTIVO_CANCELAMENTO = mediante aprovação ACC
17/09/2016 11:02 - CHRISTIANO | USUARIO = 11570 | CI = 17466 | STATUS = 3 | DATA = 17/09/2016 11:02 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:02 - CHRISTIANO | USUARIO = 11570 | CI = 17469 | STATUS = 3 | DATA = 17/09/2016 11:02 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:02 - CHRISTIANO | USUARIO = 11570 | CI = 17471 | STATUS = 3 | DATA = 17/09/2016 11:02 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:03 - CHRISTIANO | USUARIO = 11570 | CI = 17475 | STATUS = 3 | DATA = 17/09/2016 11:03 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:07 - AREIAS | USUARIO = 10997 | CI = 17479 | STATUS = 7 | DATA = 17/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:07 - AREIAS | USUARIO = 10997 | CI = 17482 | STATUS = 7 | DATA = 17/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:07 - AREIAS | USUARIO = 10997 | CI = 17483 | STATUS = 7 | DATA = 17/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:07 - AREIAS | USUARIO = 10997 | CI = 17485 | STATUS = 7 | DATA = 17/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:07 - AREIAS | USUARIO = 10997 | CI = 17485 | STATUS = 3 | DATA = 17/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:07 - AREIAS | USUARIO = 10997 | CI = 17486 | STATUS = 7 | DATA = 17/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:07 - AREIAS | USUARIO = 10997 | CI = 17487 | STATUS = 7 | DATA = 17/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
17/09/2016 11:07 - AREIAS | USUARIO = 10997 | CI = 17488 | STATUS = 7 | DATA = 17/09/2016 11:07 | MOTIVO_CANCELAMENTO = 
17/09/2016 15:37 - JT | USUARIO = 10823 | CI = 17479 | STATUS = 3 | DATA = 17/09/2016 15:37 | MOTIVO_CANCELAMENTO = 
17/09/2016 15:37 - JT | USUARIO = 10823 | CI = 17489 | STATUS = 7 | DATA = 17/09/2016 15:37 | MOTIVO_CANCELAMENTO = 
17/09/2016 15:37 - JT | USUARIO = 10823 | CI = 17489 | STATUS = 3 | DATA = 17/09/2016 15:37 | MOTIVO_CANCELAMENTO = 
18/09/2016 23:03 - DOUGLAS | USUARIO = 11530 | CI = 17482 | STATUS = 3 | DATA = 18/09/2016 23:03 | MOTIVO_CANCELAMENTO = 
18/09/2016 23:03 - DOUGLAS | USUARIO = 11530 | CI = 17488 | STATUS = 3 | DATA = 18/09/2016 23:03 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:36 - DOUGLAS | USUARIO = 11530 | CI = 17491 | STATUS = 3 | DATA = 19/09/2016 9:36 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:36 - DOUGLAS | USUARIO = 11530 | CI = 17492 | STATUS = 3 | DATA = 19/09/2016 9:36 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:40 - ZEZE | USUARIO = 10931 | CI = 17483 | STATUS = 3 | DATA = 19/09/2016 9:40 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:53 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17461 | STATUS = 7 | DATA = 19/09/2016 9:53 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:53 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17461 | STATUS = 3 | DATA = 19/09/2016 9:53 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:55 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17420 | STATUS = 7 | DATA = 19/09/2016 9:55 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:55 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17420 | STATUS = 3 | DATA = 19/09/2016 9:55 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:56 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17424 | STATUS = 7 | DATA = 19/09/2016 9:56 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:56 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17424 | STATUS = 3 | DATA = 19/09/2016 9:56 | MOTIVO_CANCELAMENTO = 
19/09/2016 09:59 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17455 | STATUS = 7 | DATA = 19/09/2016 9:59 | MOTIVO_CANCELAMENTO = 
19/09/2016 10:00 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17143 | STATUS = 5 | DATA = 19/09/2016 10:00 | MOTIVO_CANCELAMENTO = Substituída pela C.I. 17455 de 15/09/16
19/09/2016 10:01 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17457 | STATUS = 7 | DATA = 19/09/2016 10:01 | MOTIVO_CANCELAMENTO = 
19/09/2016 10:02 - MARCIO | USUARIO = 10850 | CI = 17476 | STATUS = 7 | DATA = 19/09/2016 10:02 | MOTIVO_CANCELAMENTO = 
19/09/2016 10:08 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17462 | STATUS = 7 | DATA = 19/09/2016 10:08 | MOTIVO_CANCELAMENTO = 
19/09/2016 10:11 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17463 | STATUS = 7 | DATA = 19/09/2016 10:11 | MOTIVO_CANCELAMENTO = 
19/09/2016 10:12 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17490 | STATUS = 7 | DATA = 19/09/2016 10:12 | MOTIVO_CANCELAMENTO = 
19/09/2016 10:28 - ZEZE | USUARIO = 10931 | CI = 17495 | STATUS = 7 | DATA = 19/09/2016 10:28 | MOTIVO_CANCELAMENTO = 
19/09/2016 10:28 - ZEZE | USUARIO = 10931 | CI = 17495 | STATUS = 3 | DATA = 19/09/2016 10:28 | MOTIVO_CANCELAMENTO = 
19/09/2016 10:52 - MARCIO | USUARIO = 10850 | CI = 17496 | STATUS = 7 | DATA = 19/09/2016 10:52 | MOTIVO_CANCELAMENTO = 
19/09/2016 11:44 - RONALDOGOMES | USUARIO = 10971 | CI = 17499 | STATUS = 5 | DATA = 19/09/2016 11:44 | MOTIVO_CANCELAMENTO = Incorreta
19/09/2016 11:50 - TADEUMACHADO | USUARIO = 11594 | CI = 17500 | STATUS = 7 | DATA = 19/09/2016 11:50 | MOTIVO_CANCELAMENTO = 
19/09/2016 11:50 - TADEUMACHADO | USUARIO = 11594 | CI = 17500 | STATUS = 3 | DATA = 19/09/2016 11:50 | MOTIVO_CANCELAMENTO = 
19/09/2016 14:18 - JENS | USUARIO = 10895 | CI = 17498 | STATUS = 3 | DATA = 19/09/2016 14:18 | MOTIVO_CANCELAMENTO = 
19/09/2016 14:18 - JENS | USUARIO = 10895 | CI = 17493 | STATUS = 3 | DATA = 19/09/2016 14:18 | MOTIVO_CANCELAMENTO = 
19/09/2016 14:18 - JENS | USUARIO = 10895 | CI = 17453 | STATUS = 3 | DATA = 19/09/2016 14:18 | MOTIVO_CANCELAMENTO = 
19/09/2016 15:07 - ZEZE | USUARIO = 10931 | CI = 17501 | STATUS = 3 | DATA = 19/09/2016 15:07 | MOTIVO_CANCELAMENTO = 
19/09/2016 15:08 - ZEZE | USUARIO = 10931 | CI = 17502 | STATUS = 7 | DATA = 19/09/2016 15:08 | MOTIVO_CANCELAMENTO = 
19/09/2016 15:08 - ZEZE | USUARIO = 10931 | CI = 17502 | STATUS = 3 | DATA = 19/09/2016 15:08 | MOTIVO_CANCELAMENTO = 
19/09/2016 15:42 - TADEUMACHADO | USUARIO = 11594 | CI = 17503 | STATUS = 3 | DATA = 19/09/2016 15:42 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:03 - JACKSON | USUARIO = 10863 | CI = 17501 | STATUS = 5 | DATA = 19/09/2016 16:03 | MOTIVO_CANCELAMENTO = Kleber Henrique Eleuterio 14:25
Boa Tarde!
Jackson, desculpe!
passei informação errada para você
quando vence o prazo que não da mais para programar as ferias pelo Apex... é o Gerente da area que tem que abrir a C.I.... no caso o Alexandre...
Favor cancelar a C.I. e solicitar para o Alexandre abrir ...
Desculpe a falha....

19/09/2016 16:13 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17256 | STATUS = 7 | DATA = 19/09/2016 16:13 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:13 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17256 | STATUS = 3 | DATA = 19/09/2016 16:13 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:13 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17257 | STATUS = 7 | DATA = 19/09/2016 16:13 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:13 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17257 | STATUS = 3 | DATA = 19/09/2016 16:13 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:14 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17459 | STATUS = 7 | DATA = 19/09/2016 16:14 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:14 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17459 | STATUS = 3 | DATA = 19/09/2016 16:14 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:15 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17505 | STATUS = 7 | DATA = 19/09/2016 16:15 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:27 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17418 | STATUS = 7 | DATA = 19/09/2016 16:27 | MOTIVO_CANCELAMENTO = 
19/09/2016 16:27 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17418 | STATUS = 3 | DATA = 19/09/2016 16:27 | MOTIVO_CANCELAMENTO = 
19/09/2016 18:11 - DOUGLAS | USUARIO = 11530 | CI = 17505 | STATUS = 3 | DATA = 19/09/2016 18:11 | MOTIVO_CANCELAMENTO = 
19/09/2016 18:12 - DOUGLAS | USUARIO = 11530 | CI = 17457 | STATUS = 3 | DATA = 19/09/2016 18:12 | MOTIVO_CANCELAMENTO = 
19/09/2016 21:28 - AREIAS | USUARIO = 10997 | CI = 17497 | STATUS = 7 | DATA = 19/09/2016 21:28 | MOTIVO_CANCELAMENTO = 
19/09/2016 21:28 - AREIAS | USUARIO = 10997 | CI = 17497 | STATUS = 3 | DATA = 19/09/2016 21:28 | MOTIVO_CANCELAMENTO = 
19/09/2016 21:28 - AREIAS | USUARIO = 10997 | CI = 17504 | STATUS = 7 | DATA = 19/09/2016 21:28 | MOTIVO_CANCELAMENTO = 
20/09/2016 07:12 - CHRISTIANO | USUARIO = 11570 | CI = 17455 | STATUS = 3 | DATA = 20/09/2016 7:12 | MOTIVO_CANCELAMENTO = 
20/09/2016 07:12 - CHRISTIANO | USUARIO = 11570 | CI = 17457 | STATUS = 3 | DATA = 20/09/2016 7:12 | MOTIVO_CANCELAMENTO = 
20/09/2016 07:12 - CHRISTIANO | USUARIO = 11570 | CI = 17462 | STATUS = 3 | DATA = 20/09/2016 7:12 | MOTIVO_CANCELAMENTO = 
20/09/2016 07:13 - CHRISTIANO | USUARIO = 11570 | CI = 17463 | STATUS = 3 | DATA = 20/09/2016 7:13 | MOTIVO_CANCELAMENTO = 
20/09/2016 07:13 - CHRISTIANO | USUARIO = 11570 | CI = 17505 | STATUS = 3 | DATA = 20/09/2016 7:13 | MOTIVO_CANCELAMENTO = 
20/09/2016 07:13 - CHRISTIANO | USUARIO = 11570 | CI = 17490 | STATUS = 3 | DATA = 20/09/2016 7:13 | MOTIVO_CANCELAMENTO = 
20/09/2016 07:58 - ZEZE | USUARIO = 10931 | CI = 17506 | STATUS = 3 | DATA = 20/09/2016 7:58 | MOTIVO_CANCELAMENTO = 
20/09/2016 09:44 - MARCIO | USUARIO = 10850 | CI = 17510 | STATUS = 3 | DATA = 20/09/2016 9:44 | MOTIVO_CANCELAMENTO = 
20/09/2016 10:32 - JT | USUARIO = 10823 | CI = 17504 | STATUS = 3 | DATA = 20/09/2016 10:32 | MOTIVO_CANCELAMENTO = 
20/09/2016 10:32 - JT | USUARIO = 10823 | CI = 17508 | STATUS = 7 | DATA = 20/09/2016 10:32 | MOTIVO_CANCELAMENTO = 
20/09/2016 10:54 - DORACI | USUARIO = 10886 | CI = 17515 | STATUS = 7 | DATA = 20/09/2016 10:54 | MOTIVO_CANCELAMENTO = 
20/09/2016 11:55 - AREIAS | USUARIO = 10997 | CI = 17512 | STATUS = 7 | DATA = 20/09/2016 11:55 | MOTIVO_CANCELAMENTO = 
20/09/2016 11:56 - AREIAS | USUARIO = 10997 | CI = 17513 | STATUS = 7 | DATA = 20/09/2016 11:56 | MOTIVO_CANCELAMENTO = 
20/09/2016 11:56 - AREIAS | USUARIO = 10997 | CI = 17513 | STATUS = 3 | DATA = 20/09/2016 11:56 | MOTIVO_CANCELAMENTO = 
20/09/2016 11:56 - AREIAS | USUARIO = 10997 | CI = 17514 | STATUS = 7 | DATA = 20/09/2016 11:56 | MOTIVO_CANCELAMENTO = 
20/09/2016 13:15 - MARCIO | USUARIO = 10850 | CI = 17512 | STATUS = 3 | DATA = 20/09/2016 13:15 | MOTIVO_CANCELAMENTO = 
20/09/2016 13:43 - MARTA | USUARIO = 10847 | CI = 17516 | STATUS = 3 | DATA = 20/09/2016 13:43 | MOTIVO_CANCELAMENTO = aprovado.
20/09/2016 14:22 - DOUGLAS | USUARIO = 11530 | CI = 17463 | STATUS = 3 | DATA = 20/09/2016 14:22 | MOTIVO_CANCELAMENTO = 
20/09/2016 14:22 - DOUGLAS | USUARIO = 11530 | CI = 17514 | STATUS = 3 | DATA = 20/09/2016 14:22 | MOTIVO_CANCELAMENTO = 
20/09/2016 14:22 - DOUGLAS | USUARIO = 11530 | CI = 17515 | STATUS = 3 | DATA = 20/09/2016 14:22 | MOTIVO_CANCELAMENTO = 
20/09/2016 14:23 - DOUGLAS | USUARIO = 11530 | CI = 17490 | STATUS = 3 | DATA = 20/09/2016 14:23 | MOTIVO_CANCELAMENTO = Mediante aprovação ACC
20/09/2016 14:23 - DOUGLAS | USUARIO = 11530 | CI = 17462 | STATUS = 3 | DATA = 20/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
20/09/2016 14:24 - DOUGLAS | USUARIO = 11530 | CI = 17455 | STATUS = 3 | DATA = 20/09/2016 14:24 | MOTIVO_CANCELAMENTO = Mediante aprovação ACC
20/09/2016 14:24 - DOUGLAS | USUARIO = 11530 | CI = 17469 | STATUS = 3 | DATA = 20/09/2016 14:24 | MOTIVO_CANCELAMENTO = 
21/09/2016 07:03 - CAMARA | USUARIO = 10841 | CI = 17476 | STATUS = 3 | DATA = 21/09/2016 7:03 | MOTIVO_CANCELAMENTO = 
21/09/2016 07:03 - CAMARA | USUARIO = 10841 | CI = 17496 | STATUS = 3 | DATA = 21/09/2016 7:03 | MOTIVO_CANCELAMENTO = 
21/09/2016 07:03 - CAMARA | USUARIO = 10841 | CI = 17507 | STATUS = 3 | DATA = 21/09/2016 7:03 | MOTIVO_CANCELAMENTO = 
21/09/2016 07:03 - CAMARA | USUARIO = 10841 | CI = 17517 | STATUS = 3 | DATA = 21/09/2016 7:03 | MOTIVO_CANCELAMENTO = 
21/09/2016 07:04 - CAMARA | USUARIO = 10841 | CI = 17518 | STATUS = 3 | DATA = 21/09/2016 7:04 | MOTIVO_CANCELAMENTO = 
21/09/2016 07:04 - CAMARA | USUARIO = 10841 | CI = 17519 | STATUS = 3 | DATA = 21/09/2016 7:04 | MOTIVO_CANCELAMENTO = 
21/09/2016 07:16 - CHRISTIANO | USUARIO = 11570 | CI = 17515 | STATUS = 3 | DATA = 21/09/2016 7:16 | MOTIVO_CANCELAMENTO = 
21/09/2016 07:17 - CHRISTIANO | USUARIO = 11570 | CI = 17520 | STATUS = 3 | DATA = 21/09/2016 7:17 | MOTIVO_CANCELAMENTO = 
21/09/2016 11:47 - TADEUMACHADO | USUARIO = 11594 | CI = 17525 | STATUS = 3 | DATA = 21/09/2016 11:47 | MOTIVO_CANCELAMENTO = 
21/09/2016 11:47 - TADEUMACHADO | USUARIO = 11594 | CI = 17522 | STATUS = 3 | DATA = 21/09/2016 11:47 | MOTIVO_CANCELAMENTO = 
21/09/2016 14:20 - ACIR | USUARIO = 10839 | CI = 17528 | STATUS = 3 | DATA = 21/09/2016 14:20 | MOTIVO_CANCELAMENTO = 
21/09/2016 14:20 - ACIR | USUARIO = 10839 | CI = 17524 | STATUS = 3 | DATA = 21/09/2016 14:20 | MOTIVO_CANCELAMENTO = 
21/09/2016 14:20 - ACIR | USUARIO = 10839 | CI = 17523 | STATUS = 3 | DATA = 21/09/2016 14:20 | MOTIVO_CANCELAMENTO = 
21/09/2016 14:20 - ACIR | USUARIO = 10839 | CI = 17509 | STATUS = 3 | DATA = 21/09/2016 14:20 | MOTIVO_CANCELAMENTO = 
21/09/2016 14:20 - ACIR | USUARIO = 10839 | CI = 17508 | STATUS = 3 | DATA = 21/09/2016 14:20 | MOTIVO_CANCELAMENTO = 
21/09/2016 14:21 - ACIR | USUARIO = 10839 | CI = 17486 | STATUS = 3 | DATA = 21/09/2016 14:21 | MOTIVO_CANCELAMENTO = 
21/09/2016 14:36 - ZEZE | USUARIO = 10931 | CI = 17529 | STATUS = 3 | DATA = 21/09/2016 14:36 | MOTIVO_CANCELAMENTO = 
21/09/2016 14:48 - DORACI | USUARIO = 10886 | CI = 17531 | STATUS = 7 | DATA = 21/09/2016 14:48 | MOTIVO_CANCELAMENTO = 
21/09/2016 15:01 - DOUGLAS | USUARIO = 11530 | CI = 17531 | STATUS = 3 | DATA = 21/09/2016 15:01 | MOTIVO_CANCELAMENTO = 
21/09/2016 15:09 - JT | USUARIO = 10823 | CI = 17527 | STATUS = 7 | DATA = 21/09/2016 15:09 | MOTIVO_CANCELAMENTO = 
21/09/2016 15:09 - JT | USUARIO = 10823 | CI = 17527 | STATUS = 3 | DATA = 21/09/2016 15:09 | MOTIVO_CANCELAMENTO = 
21/09/2016 15:24 - ZEZE | USUARIO = 10931 | CI = 17532 | STATUS = 7 | DATA = 21/09/2016 15:24 | MOTIVO_CANCELAMENTO = 
21/09/2016 15:24 - ZEZE | USUARIO = 10931 | CI = 17532 | STATUS = 3 | DATA = 21/09/2016 15:24 | MOTIVO_CANCELAMENTO = 
21/09/2016 15:24 - ZEZE | USUARIO = 10931 | CI = 17533 | STATUS = 3 | DATA = 21/09/2016 15:24 | MOTIVO_CANCELAMENTO = 
21/09/2016 15:54 - ZEZE | USUARIO = 10931 | CI = 17534 | STATUS = 7 | DATA = 21/09/2016 15:54 | MOTIVO_CANCELAMENTO = 
21/09/2016 15:54 - ZEZE | USUARIO = 10931 | CI = 17534 | STATUS = 3 | DATA = 21/09/2016 15:54 | MOTIVO_CANCELAMENTO = 
21/09/2016 16:19 - SYLVIO | USUARIO = 10914 | CI = 17403 | STATUS = 3 | DATA = 21/09/2016 16:19 | MOTIVO_CANCELAMENTO = 
21/09/2016 16:29 - OSNY | USUARIO = 10826 | CI = 17535 | STATUS = 7 | DATA = 21/09/2016 16:29 | MOTIVO_CANCELAMENTO = 
21/09/2016 16:29 - OSNY | USUARIO = 10826 | CI = 17535 | STATUS = 3 | DATA = 21/09/2016 16:29 | MOTIVO_CANCELAMENTO = 
21/09/2016 18:04 - JG | USUARIO = 10849 | CI = 17487 | STATUS = 3 | DATA = 21/09/2016 18:04 | MOTIVO_CANCELAMENTO = ok
